x_value,y_value,z_value 
13978,15393,8126
13979,15391,8123
13980,15396,8127
13981,15398,8128
13982,15404,8126
13983,15410,8131
13984,15405,8129
13985,15406,8130
13986,15413,8129
13987,15407,8135
13988,15405,8136
13989,15411,8134
13990,15416,8130
13991,15414,8136
13992,15416,8138
13993,15414,8133
13994,15412,8139
13995,15409,8144
13996,15415,8149
13997,15409,8150
13998,15411,8149
13999,15417,8146
14000,15416,8147
14001,15423,8147
14002,15429,8148
14003,15430,8148
14004,15425,8154
14005,15428,8154
14006,15425,8159
14007,15426,8155
14008,15428,8160
14009,15427,8165
14010,15427,8167
14011,15425,8172
14012,15429,8175
14013,15423,8178
14014,15423,8182
14015,15427,8185
14016,15425,8191
14017,15430,8195
14018,15438,8200
14019,15443,8198
14020,15438,8198
14021,15438,8197
14022,15434,8203
14023,15435,8201
14024,15434,8203
14025,15442,8202
14026,15450,8198
14027,15450,8196
14028,15451,8201
14029,15451,8197
14030,15455,8203
14031,15450,8202
14032,15458,8207
14033,15462,8206
14034,15460,8210
14035,15464,8209
14036,15472,8206
14037,15476,8209
14038,15473,8213
14039,15470,8210
14040,15478,8213
14041,15473,8211
14042,15469,8206
14043,15475,8211
14044,15471,8214
14045,15476,8210
14046,15480,8208
14047,15474,8208
14048,15477,8213
14049,15481,8217
14050,15477,8222
14051,15471,8226
14052,15478,8231
14053,15484,8235
14054,15483,8232
14055,15488,8235
14056,15496,8233
14057,15496,8230
14058,15491,8231
14059,15487,8226
14060,15492,8228
14061,15490,8227
14062,15484,8229
14063,15484,8229
14064,15490,8224
14065,15484,8220
14066,15487,8225
14067,15492,8228
14068,15487,8228
14069,15493,8224
14070,15500,8225
14071,15503,8222
14072,15502,8223
14073,15504,8222
14074,15502,8222
14075,15496,8222
14076,15499,8226
14077,15494,8221
14078,15496,8220
14079,15497,8215
14080,15499,8216
14081,15500,8211
14082,15502,8206
14083,15499,8208
14084,15501,8213
14085,15500,8212
14086,15501,8211
14087,15501,8210
14088,15498,8214
14089,15501,8212
14090,15508,8207
14091,15503,8205
14092,15511,8211
14093,15519,8213
14094,15527,8216
14095,15532,8218
14096,15531,8219
14097,15530,8217
14098,15533,8215
14099,15531,8218
14100,15528,8221
14101,15526,8220
14102,15527,8222
14103,15532,8220
14104,15535,8224
14105,15539,8230
14106,15544,8231
14107,15543,8226
14108,15546,8222
14109,15547,8222
14110,15542,8225
14111,15546,8224
14112,15550,8230
14113,15551,8236
14114,15553,8238
14115,15550,8243
14116,15558,8248
14117,15562,8253
14118,15561,8253
14119,15568,8249
14120,15576,8247
14121,15573,8243
14122,15573,8248
14123,15571,8244
14124,15567,8243
14125,15563,8238
14126,15563,8242
14127,15565,8248
14128,15564,8254
14129,15561,8251
14130,15568,8249
14131,15576,8249
14132,15582,8247
14133,15584,8246
14134,15590,8250
14135,15598,8255
14136,15604,8251
14137,15610,8251
14138,15616,8257
14139,15614,8254
14140,15612,8251
14141,15620,8255
14142,15621,8258
14143,15625,8263
14144,15625,8264
14145,15633,8260
14146,15633,8260
14147,15628,8258
14148,15636,8257
14149,15633,8259
14150,15635,8265
14151,15639,8266
14152,15634,8267
14153,15634,8270
14154,15636,8270
14155,15630,8265
14156,15628,8262
14157,15632,8265
14158,15633,8264
14159,15638,8261
14160,15635,8257
14161,15637,8256
14162,15641,8255
14163,15646,8256
14164,15654,8256
14165,15658,8251
14166,15653,8253
14167,15660,8250
14168,15661,8255
14169,15662,8250
14170,15666,8252
14171,15661,8248
14172,15669,8244
14173,15667,8249
14174,15661,8244
14175,15660,8246
14176,15657,8252
14177,15662,8247
14178,15660,8247
14179,15662,8246
14180,15664,8250
14181,15665,8250
14182,15663,8253
14183,15666,8257
14184,15671,8253
14185,15670,8256
14186,15672,8256
14187,15669,8252
14188,15673,8250
14189,15675,8250
14190,15669,8252
14191,15670,8257
14192,15675,8260
14193,15672,8265
14194,15673,8262
14195,15671,8260
14196,15675,8255
14197,15676,8258
14198,15684,8263
14199,15689,8269
14200,15685,8267
14201,15687,8262
14202,15684,8257
14203,15692,8254
14204,15698,8259
14205,15700,8256
14206,15701,8253
14207,15696,8257
14208,15699,8257
14209,15698,8261
14210,15699,8258
14211,15705,8254
14212,15708,8252
14213,15703,8258
14214,15706,8253
14215,15701,8257
14216,15701,8261
14217,15707,8262
14218,15701,8267
14219,15695,8265
14220,15691,8261
14221,15692,8263
14222,15693,8266
14223,15694,8266
14224,15688,8261
14225,15691,8267
14226,15689,8265
14227,15691,8269
14228,15696,8269
14229,15693,8264
14230,15699,8260
14231,15704,8256
14232,15704,8261
14233,15707,8266
14234,15711,8267
14235,15705,8270
14236,15699,8269
14237,15696,8264
14238,15698,8259
14239,15704,8258
14240,15705,8254
14241,15705,8249
14242,15701,8255
14243,15700,8251
14244,15700,8247
14245,15696,8245
14246,15701,8241
14247,15700,8241
14248,15695,8245
14249,15690,8240
14250,15690,8246
14251,15694,8241
14252,15694,8240
14253,15698,8238
14254,15693,8242
14255,15688,8242
14256,15685,8243
14257,15681,8239
14258,15688,8244
14259,15694,8248
14260,15693,8247
14261,15693,8250
14262,15694,8250
14263,15699,8246
14264,15700,8252
14265,15702,8252
14266,15700,8258
14267,15694,8255
14268,15696,8259
14269,15693,8256
14270,15701,8253
14271,15709,8248
14272,15711,8248
14273,15718,8253
14274,15725,8258
14275,15725,8261
14276,15725,8259
14277,15719,8258
14278,15716,8257
14279,15713,8261
14280,15712,8265
14281,15713,8261
14282,15717,8262
14283,15714,8264
14284,15717,8261
14285,15724,8261
14286,15724,8258
14287,15732,8261
14288,15731,8267
14289,15727,8271
14290,15732,8268
14291,15740,8263
14292,15736,8266
14293,15743,8264
14294,15738,8269
14295,15746,8265
14296,15740,8269
14297,15744,8272
14298,15740,8273
14299,15747,8269
14300,15749,8271
14301,15748,8274
14302,15755,8277
14303,15756,8272
14304,15758,8275
14305,15753,8273
14306,15756,8277
14307,15750,8277
14308,15755,8274
14309,15754,8278
14310,15748,8279
14311,15747,8282
14312,15750,8285
14313,15748,8285
14314,15742,8288
14315,15744,8287
14316,15750,8291
14317,15753,8294
14318,15754,8294
14319,15753,8300
14320,15757,8296
14321,15758,8302
14322,15761,8303
14323,15761,8304
14324,15765,8299
14325,15764,8300
14326,15768,8297
14327,15770,8294
14328,15769,8298
14329,15769,8301
14330,15771,8303
14331,15765,8304
14332,15765,8300
14333,15768,8305
14334,15762,8304
14335,15767,8306
14336,15767,8306
14337,15774,8304
14338,15780,8308
14339,15778,8308
14340,15783,8308
14341,15784,8314
14342,15782,8317
14343,15778,8315
14344,15779,8312
14345,15773,8313
14346,15767,8316
14347,15766,8317
14348,15768,8317
14349,15770,8319
14350,15778,8318
14351,15775,8322
14352,15776,8325
14353,15781,8320
14354,15782,8326
14355,15783,8325
14356,15779,8321
14357,15786,8327
14358,15788,8325
14359,15788,8328
14360,15794,8325
14361,15799,8326
14362,15796,8322
14363,15797,8325
14364,15798,8329
14365,15796,8333
14366,15802,8338
14367,15810,8333
14368,15811,8339
14369,15812,8339
14370,15816,8341
14371,15822,8341
14372,15828,8337
14373,15823,8334
14374,15820,8331
14375,15822,8327
14376,15818,8327
14377,15818,8323
14378,15820,8320
14379,15820,8317
14380,15819,8321
14381,15822,8326
14382,15826,8328
14383,15821,8329
14384,15824,8325
14385,15828,8329
14386,15825,8328
14387,15831,8324
14388,15831,8321
14389,15836,8326
14390,15833,8332
14391,15830,8329
14392,15836,8328
14393,15836,8329
14394,15844,8330
14395,15842,8326
14396,15845,8323
14397,15843,8319
14398,15844,8317
14399,15846,8314
14400,15847,8312
14401,15848,8310
14402,15843,8307
14403,15843,8305
14404,15837,8306
14405,15843,8305
14406,15839,8306
14407,15844,8306
14408,15847,8305
14409,15841,8310
14410,15842,8310
14411,15846,8306
14412,15850,8310
14413,15848,8315
14414,15849,8320
14415,15848,8321
14416,15846,8323
14417,15853,8328
14418,15858,8329
14419,15862,8326
14420,15862,8331
14421,15869,8335
14422,15866,8332
14423,15860,8329
14424,15864,8331
14425,15858,8328
14426,15859,8334
14427,15859,8340
14428,15854,8346
14429,15857,8349
14430,15852,8346
14431,15855,8351
14432,15861,8355
14433,15867,8353
14434,15868,8351
14435,15870,8348
14436,15875,8351
14437,15873,8347
14438,15878,8352
14439,15872,8353
14440,15874,8350
14441,15881,8351
14442,15879,8348
14443,15883,8350
14444,15889,8356
14445,15884,8356
14446,15888,8352
14447,15884,8353
14448,15881,8351
14449,15880,8349
14450,15874,8349
14451,15878,8354
14452,15880,8356
14453,15878,8361
14454,15873,8360
14455,15876,8361
14456,15871,8363
14457,15868,8360
14458,15865,8361
14459,15870,8356
14460,15872,8355
14461,15872,8360
14462,15876,8360
14463,15882,8359
14464,15890,8354
14465,15898,8350
14466,15898,8352
14467,15895,8357
14468,15901,8360
14469,15907,8358
14470,15903,8364
14471,15908,8370
14472,15907,8368
14473,15915,8363
14474,15916,8364
14475,15915,8364
14476,15909,8366
14477,15910,8361
14478,15914,8365
14479,15909,8367
14480,15913,8371
14481,15918,8366
14482,15921,8364
14483,15919,8370
14484,15924,8372
14485,15923,8368
14486,15930,8365
14487,15926,8363
14488,15923,8368
14489,15921,8367
14490,15925,8367
14491,15930,8362
14492,15934,8368
14493,15936,8372
14494,15937,8377
14495,15944,8374
14496,15952,8373
14497,15952,8375
14498,15958,8377
14499,15959,8374
14500,15962,8370
14501,15963,8371
14502,15969,8367
14503,15969,8372
14504,15974,8377
14505,15974,8376
14506,15977,8378
14507,15976,8382
14508,15976,8380
14509,15982,8383
14510,15983,8388
14511,15978,8385
14512,15980,8387
14513,15975,8388
14514,15980,8385
14515,15976,8380
14516,15972,8386
14517,15967,8392
14518,15970,8388
14519,15973,8388
14520,15974,8387
14521,15982,8384
14522,15987,8383
14523,15984,8381
14524,15981,8380
14525,15975,8377
14526,15976,8378
14527,15978,8377
14528,15981,8382
14529,15989,8383
14530,15996,8379
14531,15993,8375
14532,16000,8381
14533,16004,8379
14534,15998,8378
14535,15992,8376
14536,15999,8379
14537,16004,8376
14538,15999,8373
14539,16003,8371
14540,16005,8367
14541,16005,8371
14542,15999,8373
14543,15996,8373
14544,15999,8373
14545,16000,8375
14546,16003,8380
14547,16006,8377
14548,16005,8372
14549,16012,8378
14550,16019,8381
14551,16023,8383
14552,16021,8388
14553,16017,8389
14554,16016,8389
14555,16020,8390
14556,16015,8395
14557,16020,8394
14558,16015,8392
14559,16020,8393
14560,16017,8394
14561,16014,8399
14562,16018,8405
14563,16026,8406
14564,16032,8409
14565,16032,8406
14566,16040,8409
14567,16048,8415
14568,16043,8410
14569,16050,8415
14570,16055,8419
14571,16052,8419
14572,16050,8422
14573,16044,8420
14574,16051,8425
14575,16051,8431
14576,16051,8426
14577,16048,8421
14578,16052,8424
14579,16049,8428
14580,16047,8428
14581,16054,8430
14582,16062,8436
14583,16068,8431
14584,16063,8437
14585,16063,8442
14586,16065,8443
14587,16059,8438
14588,16056,8438
14589,16051,8435
14590,16055,8433
14591,16051,8437
14592,16048,8434
14593,16056,8435
14594,16062,8430
14595,16056,8431
14596,16058,8436
14597,16057,8433
14598,16064,8432
14599,16068,8435
14600,16071,8440
14601,16072,8444
14602,16079,8444
14603,16073,8450
14604,16072,8448
14605,16068,8449
14606,16075,8448
14607,16080,8449
14608,16088,8450
14609,16083,8449
14610,16079,8451
14611,16084,8452
14612,16082,8450
14613,16077,8455
14614,16073,8456
14615,16072,8459
14616,16067,8462
14617,16072,8459
14618,16069,8463
14619,16066,8469
14620,16067,8474
14621,16072,8470
14622,16079,8475
14623,16075,8481
14624,16077,8486
14625,16081,8489
14626,16081,8490
14627,16076,8485
14628,16073,8484
14629,16079,8486
14630,16084,8490
14631,16091,8490
14632,16087,8490
14633,16084,8489
14634,16088,8484
14635,16094,8486
14636,16092,8488
14637,16094,8487
14638,16091,8483
14639,16098,8480
14640,16093,8476
14641,16093,8478
14642,16093,8481
14643,16094,8485
14644,16091,8489
14645,16094,8485
14646,16092,8483
14647,16093,8485
14648,16098,8488
14649,16103,8486
14650,16104,8486
14651,16110,8484
14652,16117,8481
14653,16112,8479
14654,16117,8481
14655,16115,8481
14656,16117,8478
14657,16118,8473
14658,16117,8471
14659,16125,8469
14660,16120,8465
14661,16127,8471
14662,16127,8470
14663,16134,8466
14664,16132,8464
14665,16130,8470
14666,16134,8473
14667,16140,8475
14668,16140,8475
14669,16140,8477
14670,16142,8472
14671,16149,8468
14672,16157,8466
14673,16161,8461
14674,16160,8461
14675,16155,8467
14676,16149,8467
14677,16146,8471
14678,16145,8470
14679,16140,8465
14680,16136,8466
14681,16143,8468
14682,16137,8472
14683,16138,8470
14684,16133,8476
14685,16139,8479
14686,16146,8476
14687,16145,8480
14688,16142,8480
14689,16147,8477
14690,16147,8479
14691,16149,8479
14692,16145,8477
14693,16145,8475
14694,16147,8474
14695,16151,8472
14696,16145,8473
14697,16142,8473
14698,16136,8471
14699,16141,8473
14700,16144,8477
14701,16143,8472
14702,16147,8476
14703,16144,8482
14704,16150,8477
14705,16146,8479
14706,16144,8474
14707,16139,8470
14708,16145,8470
14709,16150,8473
14710,16153,8471
14711,16147,8476
14712,16147,8479
14713,16155,8482
14714,16163,8478
14715,16160,8478
14716,16167,8481
14717,16170,8481
14718,16169,8487
14719,16177,8489
14720,16175,8490
14721,16173,8490
14722,16170,8490
14723,16172,8494
14724,16179,8490
14725,16174,8488
14726,16168,8488
14727,16175,8485
14728,16182,8488
14729,16188,8483
14730,16189,8481
14731,16190,8483
14732,16190,8479
14733,16195,8482
14734,16189,8481
14735,16183,8481
14736,16190,8482
14737,16185,8481
14738,16180,8484
14739,16185,8488
14740,16183,8487
14741,16187,8493
14742,16181,8499
14743,16186,8503
14744,16181,8506
14745,16188,8503
14746,16184,8503
14747,16192,8500
14748,16188,8502
14749,16187,8505
14750,16190,8502
14751,16194,8506
14752,16195,8505
14753,16200,8500
14754,16198,8506
14755,16204,8512
14756,16200,8507
14757,16203,8512
14758,16198,8513
14759,16200,8516
14760,16205,8516
14761,16212,8519
14762,16219,8524
14763,16214,8527
14764,16210,8531
14765,16207,8528
14766,16211,8526
14767,16213,8525
14768,16211,8527
14769,16216,8522
14770,16215,8521
14771,16221,8517
14772,16227,8514
14773,16228,8517
14774,16224,8515
14775,16218,8518
14776,16225,8515
14777,16226,8519
14778,16233,8515
14779,16229,8512
14780,16223,8509
14781,16219,8507
14782,16220,8509
14783,16226,8514
14784,16221,8511
14785,16221,8512
14786,16216,8507
14787,16221,8506
14788,16221,8508
14789,16221,8508
14790,16222,8514
14791,16226,8512
14792,16227,8517
14793,16224,8520
14794,16229,8524
14795,16227,8527
14796,16230,8529
14797,16228,8535
14798,16226,8533
14799,16226,8529
14800,16233,8527
14801,16238,8527
14802,16237,8526
14803,16243,8530
14804,16248,8533
14805,16248,8536
14806,16256,8537
14807,16252,8535
14808,16255,8540
14809,16253,8544
14810,16250,8540
14811,16244,8538
14812,16247,8541
14813,16245,8543
14814,16240,8540
14815,16238,8536
14816,16244,8531
14817,16240,8537
14818,16240,8538
14819,16237,8542
14820,16232,8539
14821,16226,8538
14822,16223,8534
14823,16223,8540
14824,16227,8544
14825,16230,8544
14826,16233,8544
14827,16238,8548
14828,16237,8551
14829,16233,8550
14830,16234,8553
14831,16234,8549
14832,16240,8548
14833,16237,8553
14834,16236,8559
14835,16238,8555
14836,16235,8560
14837,16237,8559
14838,16236,8564
14839,16238,8566
14840,16240,8571
14841,16243,8570
14842,16249,8568
14843,16254,8571
14844,16261,8576
14845,16264,8574
14846,16262,8578
14847,16266,8577
14848,16260,8579
14849,16265,8575
14850,16265,8580
14851,16273,8582
14852,16274,8583
14853,16274,8588
14854,16282,8587
14855,16287,8584
14856,16294,8587
14857,16290,8582
14858,16295,8578
14859,16299,8584
14860,16300,8586
14861,16301,8588
14862,16300,8594
14863,16295,8600
14864,16294,8596
14865,16302,8599
14866,16296,8603
14867,16302,8601
14868,16297,8604
14869,16295,8605
14870,16294,8606
14871,16290,8603
14872,16292,8607
14873,16289,8610
14874,16288,8608
14875,16286,8605
14876,16283,8609
14877,16279,8605
14878,16276,8604
14879,16283,8604
14880,16278,8600
14881,16285,8602
14882,16289,8601
14883,16293,8601
14884,16290,8604
14885,16288,8600
14886,16290,8597
14887,16297,8600
14888,16298,8606
14889,16304,8612
14890,16311,8609
14891,16308,8611
14892,16311,8614
14893,16316,8609
14894,16314,8610
14895,16310,8615
14896,16305,8613
14897,16303,8609
14898,16302,8613
14899,16303,8613
14900,16306,8614
14901,16307,8617
14902,16309,8620
14903,16305,8618
14904,16304,8623
14905,16300,8624
14906,16307,8628
14907,16312,8623
14908,16313,8618
14909,16312,8623
14910,16312,8618
14911,16308,8620
14912,16308,8622
14913,16305,8627
14914,16313,8628
14915,16309,8633
14916,16315,8638
14917,16321,8641
14918,16325,8647
14919,16329,8643
14920,16331,8648
14921,16331,8652
14922,16336,8657
14923,16335,8659
14924,16340,8656
14925,16343,8655
14926,16341,8657
14927,16341,8661
14928,16349,8656
14929,16352,8658
14930,16349,8659
14931,16344,8663
14932,16349,8658
14933,16347,8655
14934,16352,8655
14935,16359,8659
14936,16363,8656
14937,16368,8660
14938,16365,8656
14939,16361,8659
14940,16368,8660
14941,16364,8655
14942,16372,8661
14943,16374,8658
14944,16382,8664
14945,16385,8660
14946,16379,8656
14947,16378,8653
14948,16386,8653
14949,16391,8657
14950,16397,8658
14951,16391,8662
14952,16390,8661
14953,16387,8663
14954,16381,8668
14955,16383,8666
14956,16388,8669
14957,16387,8675
14958,16392,8672
14959,16387,8668
14960,16386,8668
14961,16388,8671
14962,16387,8672
14963,16381,8672
14964,16381,8677
14965,16381,8683
14966,16380,8683
14967,16388,8687
14968,16390,8692
14969,16384,8690
14970,16392,8691
14971,16397,8687
14972,16393,8689
14973,16393,8692
14974,16393,8692
14975,16391,8692
14976,16386,8691
14977,16390,8689
14978,16384,8687
14979,16392,8691
14980,16391,8687
14981,16389,8687
14982,16397,8688
14983,16404,8685
14984,16405,8683
14985,16401,8682
14986,16404,8686
14987,16404,8690
14988,16410,8691
14989,16406,8697
14990,16408,8693
14991,16408,8689
14992,16411,8693
14993,16405,8690
14994,16404,8693
14995,16409,8693
14996,16408,8698
14997,16402,8698
14998,16410,8697
14999,16415,8692
15000,16420,8694
15001,16415,8689
15002,16423,8689
15003,16417,8687
15004,16414,8684
15005,16415,8683
15006,16410,8685
15007,16407,8685
15008,16412,8691
15009,16419,8691
15010,16414,8694
15011,16412,8693
15012,16420,8691
15013,16425,8693
15014,16419,8689
15015,16425,8695
15016,16422,8692
15017,16422,8693
15018,16422,8691
15019,16422,8692
15020,16427,8688
15021,16429,8688
15022,16437,8687
15023,16431,8682
15024,16436,8684
15025,16442,8689
15026,16436,8694
15027,16440,8690
15028,16437,8688
15029,16442,8684
15030,16448,8684
15031,16455,8682
15032,16462,8681
15033,16469,8682
15034,16464,8684
15035,16466,8684
15036,16473,8685
15037,16469,8687
15038,16471,8682
15039,16479,8684
15040,16481,8685
15041,16487,8688
15042,16488,8688
15043,16487,8691
15044,16483,8695
15045,16484,8700
15046,16490,8706
15047,16491,8710
15048,16490,8712
15049,16492,8717
15050,16498,8720
15051,16503,8723
15052,16501,8719
15053,16503,8717
15054,16499,8715
15055,16502,8710
15056,16503,8710
15057,16503,8706
15058,16506,8704
15059,16511,8709
15060,16509,8706
15061,16506,8712
15062,16500,8711
15063,16498,8714
15064,16499,8716
15065,16503,8712
15066,16508,8709
15067,16510,8706
15068,16505,8712
15069,16513,8715
15070,16509,8715
15071,16503,8717
15072,16510,8715
15073,16507,8713
15074,16506,8708
15075,16511,8706
15076,16515,8704
15077,16515,8706
15078,16509,8705
15079,16503,8704
15080,16504,8700
15081,16498,8700
15082,16496,8701
15083,16503,8707
15084,16505,8709
15085,16512,8704
15086,16515,8709
15087,16518,8705
15088,16512,8707
15089,16515,8702
15090,16518,8705
15091,16516,8700
15092,16519,8706
15093,16514,8704
15094,16513,8709
15095,16514,8706
15096,16520,8702
15097,16523,8697
15098,16529,8699
15099,16533,8704
15100,16530,8700
15101,16532,8703
15102,16529,8709
15103,16531,8710
15104,16530,8716
15105,16528,8718
15106,16526,8716
15107,16522,8716
15108,16517,8718
15109,16523,8720
15110,16527,8717
15111,16522,8716
15112,16518,8721
15113,16513,8723
15114,16521,8725
15115,16522,8723
15116,16524,8729
15117,16521,8727
15118,16518,8733
15119,16512,8736
15120,16514,8736
15121,16522,8737
15122,16518,8736
15123,16515,8735
15124,16522,8731
15125,16522,8733
15126,16525,8732
15127,16522,8732
15128,16519,8736
15129,16524,8739
15130,16518,8740
15131,16514,8742
15132,16513,8741
15133,16517,8737
15134,16525,8743
15135,16525,8742
15136,16520,8737
15137,16527,8739
15138,16532,8735
15139,16534,8741
15140,16533,8746
15141,16538,8745
15142,16546,8741
15143,16552,8738
15144,16552,8735
15145,16550,8739
15146,16557,8737
15147,16554,8738
15148,16555,8744
15149,16556,8749
15150,16562,8744
15151,16564,8748
15152,16568,8747
15153,16571,8743
15154,16574,8743
15155,16575,8741
15156,16583,8741
15157,16590,8738
15158,16585,8743
15159,16590,8748
15160,16584,8745
15161,16580,8745
15162,16584,8750
15163,16579,8748
15164,16575,8753
15165,16571,8752
15166,16568,8751
15167,16567,8751
15168,16562,8755
15169,16562,8752
15170,16568,8757
15171,16576,8755
15172,16571,8758
15173,16579,8756
15174,16584,8751
15175,16586,8752
15176,16585,8749
15177,16585,8746
15178,16589,8745
15179,16583,8744
15180,16580,8744
15181,16588,8750
15182,16587,8746
15183,16586,8749
15184,16592,8748
15185,16592,8754
15186,16586,8754
15187,16580,8749
15188,16588,8755
15189,16595,8751
15190,16600,8749
15191,16599,8745
15192,16603,8749
15193,16602,8749
15194,16604,8745
15195,16607,8749
15196,16609,8755
15197,16612,8753
15198,16614,8758
15199,16622,8758
15200,16628,8761
15201,16622,8765
15202,16619,8764
15203,16617,8765
15204,16614,8771
15205,16616,8774
15206,16620,8769
15207,16614,8768
15208,16615,8766
15209,16616,8768
15210,16616,8766
15211,16610,8767
15212,16618,8764
15213,16615,8765
15214,16618,8766
15215,16619,8763
15216,16625,8769
15217,16619,8768
15218,16615,8764
15219,16615,8759
15220,16619,8754
15221,16613,8755
15222,16612,8757
15223,16616,8759
15224,16620,8758
15225,16622,8755
15226,16626,8752
15227,16623,8750
15228,16623,8751
15229,16627,8756
15230,16623,8761
15231,16624,8763
15232,16623,8761
15233,16619,8767
15234,16614,8772
15235,16618,8771
15236,16619,8774
15237,16620,8770
15238,16626,8776
15239,16626,8775
15240,16621,8779
15241,16619,8784
15242,16613,8788
15243,16620,8787
15244,16622,8785
15245,16621,8783
15246,16615,8781
15247,16615,8787
15248,16622,8782
15249,16618,8788
15250,16618,8788
15251,16615,8789
15252,16622,8793
15253,16628,8791
15254,16635,8795
15255,16641,8796
15256,16647,8802
15257,16647,8807
15258,16651,8811
15259,16652,8814
15260,16648,8816
15261,16656,8820
15262,16660,8816
15263,16667,8818
15264,16661,8822
15265,16669,8818
15266,16671,8824
15267,16678,8826
15268,16685,8829
15269,16690,8835
15270,16695,8832
15271,16690,8827
15272,16686,8830
15273,16692,8830
15274,16686,8829
15275,16693,8829
15276,16687,8829
15277,16693,8832
15278,16694,8836
15279,16694,8832
15280,16692,8837
15281,16692,8838
15282,16692,8835
15283,16694,8837
15284,16696,8842
15285,16692,8843
15286,16693,8849
15287,16696,8846
15288,16697,8845
15289,16703,8846
15290,16697,8849
15291,16693,8852
15292,16699,8854
15293,16705,8855
15294,16711,8855
15295,16716,8851
15296,16716,8852
15297,16722,8853
15298,16727,8848
15299,16731,8851
15300,16736,8854
15301,16741,8858
15302,16736,8864
15303,16738,8867
15304,16733,8870
15305,16734,8873
15306,16738,8878
15307,16742,8880
15308,16740,8876
15309,16742,8875
15310,16748,8870
15311,16746,8867
15312,16750,8865
15313,16750,8866
15314,16754,8872
15315,16755,8870
15316,16758,8872
15317,16762,8874
15318,16756,8872
15319,16758,8867
15320,16757,8868
15321,16763,8868
15322,16769,8870
15323,16776,8875
15324,16775,8870
15325,16782,8870
15326,16776,8865
15327,16780,8868
15328,16788,8874
15329,16786,8878
15330,16793,8880
15331,16800,8877
15332,16808,8878
15333,16814,8881
15334,16814,8881
15335,16822,8880
15336,16829,8885
15337,16837,8886
15338,16845,8882
15339,16847,8886
15340,16853,8886
15341,16859,8889
15342,16858,8885
15343,16853,8882
15344,16853,8880
15345,16852,8879
15346,16846,8877
15347,16851,8878
15348,16858,8880
15349,16858,8879
15350,16855,8885
15351,16851,8889
15352,16850,8890
15353,16844,8886
15354,16848,8891
15355,16846,8892
15356,16852,8891
15357,16848,8893
15358,16851,8891
15359,16849,8892
15360,16853,8893
15361,16853,8889
15362,16854,8887
15363,16848,8885
15364,16842,8888
15365,16841,8893
15366,16846,8890
15367,16853,8891
15368,16860,8891
15369,16862,8886
15370,16860,8881
15371,16861,8879
15372,16859,8879
15373,16856,8876
15374,16861,8881
15375,16855,8881
15376,16852,8883
15377,16852,8887
15378,16847,8890
15379,16845,8894
15380,16851,8889
15381,16847,8887
15382,16855,8892
15383,16852,8893
15384,16848,8890
15385,16846,8891
15386,16849,8897
15387,16854,8898
15388,16853,8895
15389,16857,8900
15390,16855,8906
15391,16855,8903
15392,16851,8908
15393,16847,8914
15394,16851,8917
15395,16857,8922
15396,16858,8928
15397,16860,8924
15398,16856,8923
15399,16854,8920
15400,16848,8915
15401,16850,8910
15402,16857,8906
15403,16852,8904
15404,16848,8908
15405,16855,8910
15406,16851,8911
15407,16856,8912
15408,16864,8916
15409,16859,8921
15410,16854,8922
15411,16857,8920
15412,16859,8924
15413,16865,8921
15414,16860,8927
15415,16868,8930
15416,16873,8931
15417,16875,8927
15418,16883,8925
15419,16886,8925
15420,16883,8921
15421,16891,8924
15422,16893,8919
15423,16900,8923
15424,16895,8918
15425,16889,8921
15426,16895,8927
15427,16889,8929
15428,16893,8926
15429,16898,8929
15430,16899,8929
15431,16902,8924
15432,16903,8926
15433,16911,8929
15434,16916,8931
15435,16924,8929
15436,16932,8935
15437,16935,8935
15438,16943,8937
15439,16949,8943
15440,16943,8940
15441,16943,8939
15442,16937,8941
15443,16933,8947
15444,16931,8943
15445,16927,8945
15446,16935,8951
15447,16935,8949
15448,16942,8944
15449,16940,8942
15450,16948,8946
15451,16943,8941
15452,16938,8939
15453,16934,8945
15454,16937,8946
15455,16943,8942
15456,16950,8939
15457,16956,8939
15458,16950,8935
15459,16946,8937
15460,16945,8933
15461,16944,8932
15462,16949,8930
15463,16947,8927
15464,16952,8932
15465,16951,8932
15466,16947,8928
15467,16947,8925
15468,16955,8927
15469,16963,8930
15470,16964,8934
15471,16966,8932
15472,16972,8938
15473,16974,8936
15474,16968,8931
15475,16969,8927
15476,16975,8926
15477,16976,8928
15478,16970,8926
15479,16965,8930
15480,16965,8926
15481,16963,8928
15482,16963,8932
15483,16967,8928
15484,16964,8933
15485,16962,8930
15486,16963,8930
15487,16963,8930
15488,16966,8936
15489,16972,8935
15490,16973,8941
15491,16972,8946
15492,16979,8949
15493,16985,8949
15494,16991,8945
15495,16999,8947
15496,16996,8949
15497,17003,8950
15498,17003,8954
15499,16998,8960
15500,16992,8955
15501,16986,8958
15502,16984,8961
15503,16990,8965
15504,16992,8969
15505,16986,8974
15506,16987,8973
15507,16984,8971
15508,16989,8967
15509,16996,8971
15510,16996,8969
15511,16996,8970
15512,17000,8967
15513,17006,8964
15514,17005,8966
15515,17013,8971
15516,17007,8968
15517,17011,8974
15518,17008,8970
15519,17011,8969
15520,17012,8969
15521,17006,8971
15522,17008,8976
15523,17009,8977
15524,17012,8974
15525,17016,8978
15526,17014,8975
15527,17019,8979
15528,17016,8982
15529,17017,8988
15530,17014,8990
15531,17009,8989
